Basic Industries,Air Products and Chemicals, Inc.,2013-02,18576400
Basic Industries,Air Products and Chemicals, Inc.,2013-03,18740200
Basic Industries,Air Products and Chemicals, Inc.,2013-04,23949900
Basic Industries,Air Products and Chemicals, Inc.,2013-05,27971800
Basic Industries,Air Products and Chemicals, Inc.,2013-06,36469800
Basic Industries,Air Products and Chemicals, Inc.,2013-07,64015700
Basic Industries,Air Products and Chemicals, Inc.,2013-08,31540400
Basic Industries,Air Products and Chemicals, Inc.,2013-09,21822400
Basic Industries,Air Products and Chemicals, Inc.,2013-10,28530900
Basic Industries,Air Products and Chemicals, Inc.,2013-11,18345900
Basic Industries,Air Products and Chemicals, Inc.,2013-12,19275600
Basic Industries,Alamos Gold Inc,2013-02,217500
Basic Industries,Alamos Gold Inc,2013-03,455400
Basic Industries,Alamos Gold Inc,2013-04,954400
Basic Industries,Alamos Gold Inc,2013-05,961900
Basic Industries,Alamos Gold Inc,2013-06,1140200
Basic Industries,Alamos Gold Inc,2013-07,1595900
Basic Industries,Alamos Gold Inc,2013-08,2049000
Basic Industries,Alamos Gold Inc,2013-09,12728900
Basic Industries,Alamos Gold Inc,2013-10,5682900
Basic Industries,Alamos Gold Inc,2013-11,3874900
Basic Industries,Alamos Gold Inc,2013-12,6911100
Basic Industries,Albany International Corporation,2013-01,2421400
Basic Industries,Albany International Corporation,2013-02,2921300
Basic Industries,Albany International Corporation,2013-03,2294200
Basic Industries,Albany International Corporation,2013-04,2131300
Basic Industries,Albany International Corporation,2013-05,2821700
Basic Industries,Albany International Corporation,2013-06,2343100
Basic Industries,Albany International Corporation,2013-07,2188700
Basic Industries,Albany International Corporation,2013-08,2639800
Basic Industries,Albany International Corporation,2013-09,2335600
Basic Industries,Albany International Corporation,2013-10,2086700
Basic Industries,Albany International Corporation,2013-11,2492800
Basic Industries,Albany International Corporation,2013-12,2119100
Basic Industries,Albemarle Corporation,2013-01,15945800
Basic Industries,Albemarle Corporation,2013-02,11449000
Basic Industries,Albemarle Corporation,2013-03,13585600
Basic Industries,Albemarle Corporation,2013-04,20392100
Basic Industries,Albemarle Corporation,2013-05,14291300
Basic Industries,Albemarle Corporation,2013-06,12736200
Basic Industries,Albemarle Corporation,2013-07,18313100
Basic Industries,Albemarle Corporation,2013-08,15083000
Basic Industries,Albemarle Corporation,2013-09,14553100
Basic Industries,Albemarle Corporation,2013-10,18113100
Basic Industries,Albemarle Corporation,2013-11,8066800
Basic Industries,Albemarle Corporation,2013-12,13218500
Basic Industries,Allegheny Technologies Incorporated,2013-01,47483200
Basic Industries,Allegheny Technologies Incorporated,2013-02,34174900
Basic Industries,Allegheny Technologies Incorporated,2013-03,27763800
Basic Industries,Allegheny Technologies Incorporated,2013-04,44496700
Basic Industries,Allegheny Technologies Incorporated,2013-05,39646200
Basic Industries,Allegheny Technologies Incorporated,2013-06,32811700
Basic Industries,Allegheny Technologies Incorporated,2013-07,36838000
Basic Industries,Allegheny Technologies Incorporated,2013-08,23710700
Basic Industries,Allegheny Technologies Incorporated,2013-09,25258100
Basic Industries,Allegheny Technologies Incorporated,2013-10,38589800
Basic Industries,Allegheny Technologies Incorporated,2013-11,21139800
Basic Industries,Allegheny Technologies Incorporated,2013-12,19438400
Basic Industries,Aluminum Corporation of China Limited,2013-01,2800700
Basic Industries,Aluminum Corporation of China Limited,2013-02,2857300
Basic Industries,Aluminum Corporation of China Limited,2013-03,2437200
Basic Industries,Aluminum Corporation of China Limited,2013-04,2281000
Basic Industries,Aluminum Corporation of China Limited,2013-05,2458000
Basic Industries,Aluminum Corporation of China Limited,2013-06,3335400
Basic Industries,Aluminum Corporation of China Limited,2013-07,1889800
Basic Industries,Aluminum Corporation of China Limited,2013-08,1531800
Basic Industries,Aluminum Corporation of China Limited,2013-09,2016600
Basic Industries,Aluminum Corporation of China Limited,2013-10,1803500
Basic Industries,Aluminum Corporation of China Limited,2013-11,2290100
Basic Industries,Aluminum Corporation of China Limited,2013-12,2747500
Basic Industries,Ameresco, Inc.,2013-01,1628800
Basic Industries,Ameresco, Inc.,2013-02,1895900
Basic Industries,Ameresco, Inc.,2013-03,3471600
Basic Industries,Ameresco, Inc.,2013-04,2397600
Basic Industries,Ameresco, Inc.,2013-05,3544300
Basic Industries,Ameresco, Inc.,2013-06,4185200
Basic Industries,Ameresco, Inc.,2013-07,1953000
Basic Industries,Ameresco, Inc.,2013-08,2046200
Basic Industries,Ameresco, Inc.,2013-09,2044600
Basic Industries,Ameresco, Inc.,2013-10,1670200
Basic Industries,Ameresco, Inc.,2013-11,2480500
Basic Industries,Ameresco, Inc.,2013-12,1791800
Basic Industries,American Vanguard Corporation,2013-01,4094700
Basic Industries,American Vanguard Corporation,2013-02,3533100
Basic Industries,American Vanguard Corporation,2013-03,5931200
Basic Industries,American Vanguard Corporation,2013-04,5137000
Basic Industries,American Vanguard Corporation,2013-05,4470800
Basic Industries,American Vanguard Corporation,2013-06,7823400
Basic Industries,American Vanguard Corporation,2013-07,6099700
Basic Industries,American Vanguard Corporation,2013-08,4015000
Basic Industries,American Vanguard Corporation,2013-09,3894700
Basic Industries,American Vanguard Corporation,2013-10,5518100
Basic Industries,American Vanguard Corporation,2013-11,3007000
Basic Industries,American Vanguard Corporation,2013-12,5885400
Basic Industries,AngloGold Ashanti Limited,2013-01,38291100
Basic Industries,AngloGold Ashanti Limited,2013-02,39229600
Basic Industries,AngloGold Ashanti Limited,2013-03,37913800
Basic Industries,AngloGold Ashanti Limited,2013-04,66858500
Basic Industries,AngloGold Ashanti Limited,2013-05,83516100
Basic Industries,AngloGold Ashanti Limited,2013-06,71901900
Basic Industries,AngloGold Ashanti Limited,2013-07,77476700
Basic Industries,AngloGold Ashanti Limited,2013-08,96591800
Basic Industries,AngloGold Ashanti Limited,2013-09,88424100
Basic Industries,AngloGold Ashanti Limited,2013-10,75558900
Basic Industries,AngloGold Ashanti Limited,2013-11,54122700
Basic Industries,AngloGold Ashanti Limited,2013-12,69504100
Basic Industries,ArcelorMittal,2013-01,311403000
Basic Industries,ArcelorMittal,2013-02,178778700
Basic Industries,ArcelorMittal,2013-03,154749500
Basic Industries,ArcelorMittal,2013-04,194546300
Basic Industries,ArcelorMittal,2013-05,153038800
Basic Industries,ArcelorMittal,2013-06,133695100
Basic Industries,ArcelorMittal,2013-07,117303200
Basic Industries,ArcelorMittal,2013-08,143470100
Basic Industries,ArcelorMittal,2013-09,101781100
Basic Industries,ArcelorMittal,2013-10,122092800
Basic Industries,ArcelorMittal,2013-11,104005300
Basic Industries,ArcelorMittal,2013-12,92930100
Basic Industries,Argan, Inc.,2013-10,1222900
Basic Industries,Argan, Inc.,2013-11,1002600
Basic Industries,Argan, Inc.,2013-12,2118700
Basic Industries,AuRico Gold Inc.,2013-01,83205300
Basic Industries,AuRico Gold Inc.,2013-02,61455800
Basic Industries,AuRico Gold Inc.,2013-03,62902000
Basic Industries,AuRico Gold Inc.,2013-04,78282300
Basic Industries,AuRico Gold Inc.,2013-05,52418700
Basic Industries,AuRico Gold Inc.,2013-06,52782500
Basic Industries,AuRico Gold Inc.,2013-07,60526700
Basic Industries,AuRico Gold Inc.,2013-08,65725700
Basic Industries,AuRico Gold Inc.,2013-09,80434300
Basic Industries,AuRico Gold Inc.,2013-10,64259100
Basic Industries,AuRico Gold Inc.,2013-11,36458000
Basic Industries,AuRico Gold Inc.,2013-12,45877100
Basic Industries,Axiall Corporation,2013-01,11140900
Basic Industries,Axiall Corporation,2013-02,43253500
Basic Industries,Axiall Corporation,2013-03,20824100
Basic Industries,Axiall Corporation,2013-04,30254300
Basic Industries,Axiall Corporation,2013-05,51922900
Basic Industries,Axiall Corporation,2013-06,27867000
Basic Industries,Axiall Corporation,2013-07,22596300
Basic Industries,Axiall Corporation,2013-08,23353200
Basic Industries,Axiall Corporation,2013-09,24781300
Basic Industries,Axiall Corporation,2013-10,21578000
Basic Industries,Axiall Corporation,2013-11,17714400
Basic Industries,Axiall Corporation,2013-12,18667600
Basic Industries,BHP Billiton Limited,2013-01,40413000
Basic Industries,BHP Billiton Limited,2013-02,38399200
Basic Industries,BHP Billiton Limited,2013-03,48875000
Basic Industries,BHP Billiton Limited,2013-04,61688100
Basic Industries,BHP Billiton Limited,2013-05,53253000
Basic Industries,BHP Billiton Limited,2013-06,53024300
Basic Industries,BHP Billiton Limited,2013-07,43264200
Basic Industries,BHP Billiton Limited,2013-08,42589300
Basic Industries,BHP Billiton Limited,2013-09,27385600
Basic Industries,BHP Billiton Limited,2013-10,30451100
Basic Industries,BHP Billiton Limited,2013-11,23712900
Basic Industries,BHP Billiton Limited,2013-12,33967400
Basic Industries,Barrick Gold Corporation,2013-01,174974600
Basic Industries,Barrick Gold Corporation,2013-02,201739400
Basic Industries,Barrick Gold Corporation,2013-03,195163200
Basic Industries,Barrick Gold Corporation,2013-04,583905500
Basic Industries,Barrick Gold Corporation,2013-05,418781400
Basic Industries,Barrick Gold Corporation,2013-06,369889400
Basic Industries,Barrick Gold Corporation,2013-07,421603400
Basic Industries,Barrick Gold Corporation,2013-08,400276600
Basic Industries,Barrick Gold Corporation,2013-09,336478600
Basic Industries,Barrick Gold Corporation,2013-10,321195300
Basic Industries,Barrick Gold Corporation,2013-11,438708800
Basic Industries,Barrick Gold Corporation,2013-12,341240500
Basic Industries,Belden Inc,2013-01,6473000
Basic Industries,Belden Inc,2013-02,5384900
Basic Industries,Belden Inc,2013-03,5461700
Basic Industries,Belden Inc,2013-04,5201400
Basic Industries,Belden Inc,2013-05,6838900
Basic Industries,Belden Inc,2013-06,6065000
Basic Industries,Belden Inc,2013-07,3654500
Basic Industries,Belden Inc,2013-08,4859900
Basic Industries,Belden Inc,2013-09,5262900
Basic Industries,Belden Inc,2013-10,5252300
Basic Industries,Belden Inc,2013-11,3579000
Basic Industries,Belden Inc,2013-12,4245600
Basic Industries,BioAmber Inc.,2013-06,443400
Basic Industries,BioAmber Inc.,2013-07,700700
Basic Industries,BioAmber Inc.,2013-08,630900
Basic Industries,BioAmber Inc.,2013-09,428700
Basic Industries,BioAmber Inc.,2013-10,983200
Basic Industries,BioAmber Inc.,2013-11,538500
Basic Industries,BioAmber Inc.,2013-12,547600
Basic Industries,Braskem S.A.,2013-01,7649600
Basic Industries,Braskem S.A.,2013-02,6732700
Basic Industries,Braskem S.A.,2013-03,5414500
Basic Industries,Braskem S.A.,2013-04,10023100
Basic Industries,Braskem S.A.,2013-05,6204800
Basic Industries,Braskem S.A.,2013-06,6309800
Basic Industries,Braskem S.A.,2013-07,5692000
Basic Industries,Braskem S.A.,2013-08,5370500
Basic Industries,Braskem S.A.,2013-09,5880200
Basic Industries,Braskem S.A.,2013-10,6595200
Basic Industries,Braskem S.A.,2013-11,4871600
Basic Industries,Braskem S.A.,2013-12,5267300
Basic Industries,Brookfield Residential Properties Inc.,2013-01,5286000
Basic Industries,Brookfield Residential Properties Inc.,2013-02,4129900
Basic Industries,Brookfield Residential Properties Inc.,2013-03,3324000
Basic Industries,Brookfield Residential Properties Inc.,2013-04,6032100
Basic Industries,Brookfield Residential Properties Inc.,2013-05,5725900
Basic Industries,Brookfield Residential Properties Inc.,2013-06,4976800
Basic Industries,Brookfield Residential Properties Inc.,2013-07,4356100
Basic Industries,Brookfield Residential Properties Inc.,2013-08,3479500
Basic Industries,Brookfield Residential Properties Inc.,2013-09,3344700
Basic Industries,Brookfield Residential Properties Inc.,2013-10,2350600
Basic Industries,Brookfield Residential Properties Inc.,2013-11,3246200
Basic Industries,Brookfield Residential Properties Inc.,2013-12,2734900
Basic Industries,Buenaventura Mining Company Inc.,2013-01,27324400
Basic Industries,Buenaventura Mining Company Inc.,2013-02,27720800
Basic Industries,Buenaventura Mining Company Inc.,2013-03,27399100
Basic Industries,Buenaventura Mining Company Inc.,2013-04,36501900
Basic Industries,Buenaventura Mining Company Inc.,2013-05,32906900
Basic Industries,Buenaventura Mining Company Inc.,2013-06,37251700
Basic Industries,Buenaventura Mining Company Inc.,2013-07,47293600
Basic Industries,Buenaventura Mining Company Inc.,2013-08,43126800
Basic Industries,Buenaventura Mining Company Inc.,2013-09,52810600
Basic Industries,Buenaventura Mining Company Inc.,2013-10,47696200
Basic Industries,Buenaventura Mining Company Inc.,2013-11,46824200
Basic Industries,Buenaventura Mining Company Inc.,2013-12,45310900
Basic Industries,CF Industries Holdings, Inc.,2013-01,20637900
Basic Industries,CF Industries Holdings, Inc.,2013-02,22680100
Basic Industries,CF Industries Holdings, Inc.,2013-03,23016800
Basic Industries,CF Industries Holdings, Inc.,2013-04,25234400
Basic Industries,CF Industries Holdings, Inc.,2013-05,19173800
Basic Industries,CF Industries Holdings, Inc.,2013-06,20636300
Basic Industries,CF Industries Holdings, Inc.,2013-07,26167700
Basic Industries,CF Industries Holdings, Inc.,2013-08,19601100
Basic Industries,CF Industries Holdings, Inc.,2013-09,17158300
Basic Industries,CF Industries Holdings, Inc.,2013-10,17983800
Basic Industries,CF Industries Holdings, Inc.,2013-11,14591600
Basic Industries,CF Industries Holdings, Inc.,2013-12,16933300
Basic Industries,CVR Partners, LP,2013-01,4927500
Basic Industries,CVR Partners, LP,2013-02,3760600
Basic Industries,CVR Partners, LP,2013-03,3206400
Basic Industries,CVR Partners, LP,2013-04,3713200
Basic Industries,CVR Partners, LP,2013-05,15825200
Basic Industries,CVR Partners, LP,2013-06,7249500
Basic Industries,CVR Partners, LP,2013-07,5408100
Basic Industries,CVR Partners, LP,2013-08,8222800
Basic Industries,CVR Partners, LP,2013-09,4188900
Basic Industries,CVR Partners, LP,2013-10,6845000
Basic Industries,CVR Partners, LP,2013-11,5642400
Basic Industries,CVR Partners, LP,2013-12,10602700
Basic Industries,Cabot Corporation,2013-01,8585900
Basic Industries,Cabot Corporation,2013-02,8085600
Basic Industries,Cabot Corporation,2013-03,10094400
Basic Industries,Cabot Corporation,2013-04,9985700
Basic Industries,Cabot Corporation,2013-05,7902400
Basic Industries,Cabot Corporation,2013-06,5911600
Basic Industries,Cabot Corporation,2013-07,5594200
Basic Industries,Cabot Corporation,2013-08,4936100
Basic Industries,Cabot Corporation,2013-09,5977100
Basic Industries,Cabot Corporation,2013-10,6434700
Basic Industries,Cabot Corporation,2013-11,4047700
Basic Industries,Cabot Corporation,2013-12,4536400
Basic Industries,Calgon Carbon Corporation,2013-01,10290100
Basic Industries,Calgon Carbon Corporation,2013-02,8403200
Basic Industries,Calgon Carbon Corporation,2013-03,7741000
Basic Industries,Calgon Carbon Corporation,2013-04,5748000
Basic Industries,Calgon Carbon Corporation,2013-05,5952600
Basic Industries,Calgon Carbon Corporation,2013-06,10365200
Basic Industries,Calgon Carbon Corporation,2013-07,4798400
Basic Industries,Calgon Carbon Corporation,2013-08,4123300
Basic Industries,Calgon Carbon Corporation,2013-09,4589000
Basic Industries,Calgon Carbon Corporation,2013-10,5532900
Basic Industries,Calgon Carbon Corporation,2013-11,4807600
Basic Industries,Calgon Carbon Corporation,2013-12,6096200
Basic Industries,Cameco Corporation,2013-01,32528800
Basic Industries,Cameco Corporation,2013-02,38318100
Basic Industries,Cameco Corporation,2013-03,28926600
Basic Industries,Cameco Corporation,2013-04,37630100
Basic Industries,Cameco Corporation,2013-05,34665600
Basic Industries,Cameco Corporation,2013-06,26303200
Basic Industries,Cameco Corporation,2013-07,26617800
Basic Industries,Cameco Corporation,2013-08,20085500
Basic Industries,Cameco Corporation,2013-09,21372300
Basic Industries,Cameco Corporation,2013-10,33158300
Basic Industries,Cameco Corporation,2013-11,32852500
Basic Industries,Cameco Corporation,2013-12,29559900
Basic Industries,Carlisle Companies Incorporated,2013-01,7549300
Basic Industries,Carlisle Companies Incorporated,2013-02,6148200
Basic Industries,Carlisle Companies Incorporated,2013-03,6446700
Basic Industries,Carlisle Companies Incorporated,2013-04,7923600
Basic Industries,Carlisle Companies Incorporated,2013-05,5815500
Basic Industries,Carlisle Companies Incorporated,2013-06,8279300
Basic Industries,Carlisle Companies Incorporated,2013-07,9553800
Basic Industries,Carlisle Companies Incorporated,2013-08,5238300
Basic Industries,Carlisle Companies Incorporated,2013-09,6166700
Basic Industries,Carlisle Companies Incorporated,2013-10,7508000
Basic Industries,Carlisle Companies Incorporated,2013-11,4698200
Basic Industries,Carlisle Companies Incorporated,2013-12,5302700
Basic Industries,Carpenter Technology Corporation,2013-01,9585300
Basic Industries,Carpenter Technology Corporation,2013-02,7039300
Basic Industries,Carpenter Technology Corporation,2013-03,8614300
Basic Industries,Carpenter Technology Corporation,2013-04,13295700
Basic Industries,Carpenter Technology Corporation,2013-05,10941500
Basic Industries,Carpenter Technology Corporation,2013-06,5918700
Basic Industries,Carpenter Technology Corporation,2013-07,7639100
Basic Industries,Carpenter Technology Corporation,2013-08,6537100
Basic Industries,Carpenter Technology Corporation,2013-09,6758500
Basic Industries,Carpenter Technology Corporation,2013-10,8523800
Basic Industries,Carpenter Technology Corporation,2013-11,5696000
Basic Industries,Carpenter Technology Corporation,2013-12,7703500
Basic Industries,Castle (A.M.) & Co.,2013-01,9499400
Basic Industries,Castle (A.M.) & Co.,2013-02,6073000
Basic Industries,Castle (A.M.) & Co.,2013-03,5535300
Basic Industries,Castle (A.M.) & Co.,2013-04,4617200
Basic Industries,Castle (A.M.) & Co.,2013-05,4208500
Basic Industries,Castle (A.M.) & Co.,2013-06,4677300
Basic Industries,Castle (A.M.) & Co.,2013-07,4330000
Basic Industries,Castle (A.M.) & Co.,2013-08,2589100
Basic Industries,Castle (A.M.) & Co.,2013-09,3425800
Basic Industries,Castle (A.M.) & Co.,2013-10,3013300
Basic Industries,Castle (A.M.) & Co.,2013-11,4344100
Basic Industries,Castle (A.M.) & Co.,2013-12,3073200
Basic Industries,Celanese Corporation,2013-01,26734200
Basic Industries,Celanese Corporation,2013-02,23861000
Basic Industries,Celanese Corporation,2013-03,26162400
Basic Industries,Celanese Corporation,2013-04,37722700
Basic Industries,Celanese Corporation,2013-05,18820600
Basic Industries,Celanese Corporation,2013-06,19811200
Basic Industries,Celanese Corporation,2013-07,22896100
Basic Industries,Celanese Corporation,2013-08,20204700
Basic Industries,Celanese Corporation,2013-09,19468900
Basic Industries,Celanese Corporation,2013-10,26281000
Basic Industries,Celanese Corporation,2013-11,16312600
Basic Industries,Celanese Corporation,2013-12,15174300
Basic Industries,Chemtura Corp.,2013-01,13125700
Basic Industries,Chemtura Corp.,2013-02,17600600
Basic Industries,Chemtura Corp.,2013-03,13227300
Basic Industries,Chemtura Corp.,2013-04,14441200
Basic Industries,Chemtura Corp.,2013-05,16880500
Basic Industries,Chemtura Corp.,2013-06,14876600
Basic Industries,Chemtura Corp.,2013-07,13730500
Basic Industries,Chemtura Corp.,2013-08,9318100
Basic Industries,Chemtura Corp.,2013-09,9392900
Basic Industries,Chemtura Corp.,2013-10,14196900
Basic Industries,Chemtura Corp.,2013-11,20339500
Basic Industries,Chemtura Corp.,2013-12,22278000
Basic Industries,Chicago Bridge & Iron Company N.V.,2013-01,29856300
Basic Industries,Chicago Bridge & Iron Company N.V.,2013-02,42187900
Basic Industries,Chicago Bridge & Iron Company N.V.,2013-03,36000300
Basic Industries,Chicago Bridge & Iron Company N.V.,2013-04,46622100
Basic Industries,Chicago Bridge & Iron Company N.V.,2013-05,39688300
Basic Industries,Chicago Bridge & Iron Company N.V.,2013-06,31012800
Basic Industries,Chicago Bridge & Iron Company N.V.,2013-07,22752100
Basic Industries,Chicago Bridge & Iron Company N.V.,2013-08,20411200
Basic Industries,Chicago Bridge & Iron Company N.V.,2013-09,18986300
Basic Industries,Chicago Bridge & Iron Company N.V.,2013-10,23888800
Basic Industries,Chicago Bridge & Iron Company N.V.,2013-11,25646900
Basic Industries,Chicago Bridge & Iron Company N.V.,2013-12,29767800
Basic Industries,China Green Agriculture, Inc.,2013-01,1280500
Basic Industries,China Green Agriculture, Inc.,2013-02,840400
Basic Industries,China Green Agriculture, Inc.,2013-03,1251100
Basic Industries,China Green Agriculture, Inc.,2013-04,1129800
Basic Industries,China Green Agriculture, Inc.,2013-05,1629200
Basic Industries,China Green Agriculture, Inc.,2013-06,672200
Basic Industries,China Green Agriculture, Inc.,2013-07,1511300
Basic Industries,China Green Agriculture, Inc.,2013-08,2275000
Basic Industries,China Green Agriculture, Inc.,2013-09,3930900
Basic Industries,China Green Agriculture, Inc.,2013-10,4991800
Basic Industries,China Green Agriculture, Inc.,2013-11,2405300
Basic Industries,China Green Agriculture, Inc.,2013-12,2146300
Basic Industries,Church & Dwight Company, Inc.,2013-01,14878800
Basic Industries,Church & Dwight Company, Inc.,2013-02,14911600
Basic Industries,Church & Dwight Company, Inc.,2013-03,11445700
Basic Industries,Church & Dwight Company, Inc.,2013-04,14814200
Basic Industries,Church & Dwight Company, Inc.,2013-05,11616000
Basic Industries,Church & Dwight Company, Inc.,2013-06,11970000
Basic Industries,Church & Dwight Company, Inc.,2013-07,9956600
Basic Industries,Church & Dwight Company, Inc.,2013-08,14386900
Basic Industries,Church & Dwight Company, Inc.,2013-09,18695600
Basic Industries,Church & Dwight Company, Inc.,2013-10,15389700
Basic Industries,Church & Dwight Company, Inc.,2013-11,11482700
Basic Industries,Church & Dwight Company, Inc.,2013-12,10142100
Basic Industries,Clean Harbors, Inc.,2013-01,11739100
Basic Industries,Clean Harbors, Inc.,2013-02,18650800
Basic Industries,Clean Harbors, Inc.,2013-03,13597700
Basic Industries,Clean Harbors, Inc.,2013-04,11067700
Basic Industries,Clean Harbors, Inc.,2013-05,10351500
Basic Industries,Clean Harbors, Inc.,2013-06,10731200
Basic Industries,Clean Harbors, Inc.,2013-07,9672500
Basic Industries,Clean Harbors, Inc.,2013-08,12025300
Basic Industries,Clean Harbors, Inc.,2013-09,9569900
Basic Industries,Clean Harbors, Inc.,2013-10,8222600
Basic Industries,Clean Harbors, Inc.,2013-11,14981100
Basic Industries,Clean Harbors, Inc.,2013-12,11884700
Basic Industries,Clearwater Paper Corporation,2013-01,2442000
Basic Industries,Clearwater Paper Corporation,2013-02,2108900
Basic Industries,Clearwater Paper Corporation,2013-03,2260300
Basic Industries,Clearwater Paper Corporation,2013-04,3487400
Basic Industries,Clearwater Paper Corporation,2013-05,2485600
Basic Industries,Clearwater Paper Corporation,2013-06,2635300
Basic Industries,Clearwater Paper Corporation,2013-07,2632900
Basic Industries,Clearwater Paper Corporation,2013-08,1650500
Basic Industries,Clearwater Paper Corporation,2013-09,2790000
Basic Industries,Clearwater Paper Corporation,2013-10,3886300
Basic Industries,Clearwater Paper Corporation,2013-11,1234600
Basic Industries,Clearwater Paper Corporation,2013-12,2024000
Basic Industries,Cliffs Natural Resources Inc.,2013-01,142482300
Basic Industries,Cliffs Natural Resources Inc.,2013-02,198400500
Basic Industries,Cliffs Natural Resources Inc.,2013-03,285925600
Basic Industries,Cliffs Natural Resources Inc.,2013-04,323966800
Basic Industries,Cliffs Natural Resources Inc.,2013-05,266553300
Basic Industries,Cliffs Natural Resources Inc.,2013-06,216294500
Basic Industries,Cliffs Natural Resources Inc.,2013-07,177653700
Basic Industries,Cliffs Natural Resources Inc.,2013-08,196965300
Basic Industries,Cliffs Natural Resources Inc.,2013-09,144494200
Basic Industries,Cliffs Natural Resources Inc.,2013-10,182610300
Basic Industries,Cliffs Natural Resources Inc.,2013-11,164303600
Basic Industries,Cliffs Natural Resources Inc.,2013-12,137162800
Basic Industries,Coeur Mining, Inc.,2013-01,24986000
Basic Industries,Coeur Mining, Inc.,2013-02,31687800
Basic Industries,Coeur Mining, Inc.,2013-03,26229500
Basic Industries,Coeur Mining, Inc.,2013-04,45384300
Basic Industries,Coeur Mining, Inc.,2013-05,39579400
Basic Industries,Coeur Mining, Inc.,2013-06,31971800
Basic Industries,Coeur Mining, Inc.,2013-07,38685700
Basic Industries,Coeur Mining, Inc.,2013-08,45943100
Basic Industries,Coeur Mining, Inc.,2013-09,49457200
Basic Industries,Coeur Mining, Inc.,2013-10,35490900
Basic Industries,Coeur Mining, Inc.,2013-11,31791800
Basic Industries,Coeur Mining, Inc.,2013-12,35794900
Basic Industries,Commercial Metals Company,2013-01,37201000
Basic Industries,Commercial Metals Company,2013-02,18108500
Basic Industries,Commercial Metals Company,2013-03,20913100
Basic Industries,Commercial Metals Company,2013-04,33473400
Basic Industries,Commercial Metals Company,2013-05,20260900
Basic Industries,Commercial Metals Company,2013-06,32273400
Basic Industries,Commercial Metals Company,2013-07,18730900
Basic Industries,Commercial Metals Company,2013-08,15762100
Basic Industries,Commercial Metals Company,2013-09,17527400
Basic Industries,Commercial Metals Company,2013-10,21768100
Basic Industries,Commercial Metals Company,2013-11,16325500
Basic Industries,Commercial Metals Company,2013-12,17368500
Basic Industries,Compass Minerals International, Inc.,2013-01,5005800
Basic Industries,Compass Minerals International, Inc.,2013-02,4767200
Basic Industries,Compass Minerals International, Inc.,2013-03,3678900
Basic Industries,Compass Minerals International, Inc.,2013-04,5649500
Basic Industries,Compass Minerals International, Inc.,2013-05,3805000
Basic Industries,Compass Minerals International, Inc.,2013-06,3118300
Basic Industries,Compass Minerals International, Inc.,2013-07,7023800
Basic Industries,Compass Minerals International, Inc.,2013-08,6522700
Basic Industries,Compass Minerals International, Inc.,2013-09,4137800
Basic Industries,Compass Minerals International, Inc.,2013-10,3768200
Basic Industries,Compass Minerals International, Inc.,2013-11,2390200
Basic Industries,Compass Minerals International, Inc.,2013-12,4605400
Basic Industries,Constellium N.V.,2013-05,14616600
Basic Industries,Constellium N.V.,2013-06,7266300
Basic Industries,Constellium N.V.,2013-07,4686100
Basic Industries,Constellium N.V.,2013-08,2811900
Basic Industries,Constellium N.V.,2013-09,4119700
Basic Industries,Constellium N.V.,2013-10,4942000
Basic Industries,Constellium N.V.,2013-11,12995600
